,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,bidavg,askavg
15,0,700,AMETHYSTS,9998,7,9995.0,27.0,0.0,0.0,10005,27,0.0,0.0,0.0,0.0,10001.5,0.0,9995.617647058823,10005.0
16,0,800,AMETHYSTS,9995,26,0.0,0.0,0.0,0.0,10005,26,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
17,0,800,STARFRUIT,5036,26,0.0,0.0,0.0,0.0,5043,26,0.0,0.0,0.0,0.0,5039.5,0.0,5036.0,5043.0
18,0,900,AMETHYSTS,9996,2,9995.0,27.0,0.0,0.0,10004,2,10005.0,27.0,0.0,0.0,10000.0,0.0,9995.068965517241,10004.931034482759
19,0,900,STARFRUIT,5036,29,0.0,0.0,0.0,0.0,5043,29,0.0,0.0,0.0,0.0,5039.5,0.0,5036.0,5043.0
20,0,1000,AMETHYSTS,9996,2,9995.0,26.0,0.0,0.0,10004,2,10005.0,26.0,0.0,0.0,10000.0,0.0,9995.07142857143,10004.92857142857
21,0,1000,STARFRUIT,5037,2,5036.0,26.0,0.0,0.0,5043,28,0.0,0.0,0.0,0.0,5040.0,0.0,5036.071428571428,5043.0
22,0,1100,STARFRUIT,5038,6,5037.0,25.0,0.0,0.0,5043,2,5044.0,23.0,0.0,0.0,5040.5,0.0,5037.193548387097,5043.92
23,0,1100,AMETHYSTS,9996,2,9995.0,23.0,0.0,0.0,10004,2,10005.0,23.0,0.0,0.0,10000.0,0.0,9995.08,10004.92
24,0,1200,AMETHYSTS,9998,9,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,0.0,0.0,10001.0,0.0,9995.74358974359,10004.933333333332
25,0,1200,STARFRUIT,5037,8,5036.0,30.0,0.0,0.0,5043,30,0.0,0.0,0.0,0.0,5040.0,0.0,5036.210526315789,5043.0
26,0,1300,AMETHYSTS,9996,1,9995.0,27.0,0.0,0.0,10004,1,10005.0,27.0,0.0,0.0,10000.0,0.0,9995.035714285714,10004.964285714286
27,0,1300,STARFRUIT,5036,28,0.0,0.0,0.0,0.0,5037,5,5042.0,1.0,5043.0,27.0,5036.5,0.0,5036.0,5042.060606060606
28,0,1400,AMETHYSTS,9996,2,9995.0,24.0,0.0,0.0,10004,2,10005.0,24.0,0.0,0.0,10000.0,0.0,9995.076923076924,10004.923076923076
29,0,1400,STARFRUIT,5036,25,0.0,0.0,0.0,0.0,5043,26,0.0,0.0,0.0,0.0,5039.5,0.0,5036.0,5043.0
30,0,1500,STARFRUIT,5041,1,5036.0,22.0,0.0,0.0,5043,22,0.0,0.0,0.0,0.0,5042.0,0.0,5036.217391304348,5043.0
31,0,1500,AMETHYSTS,10002,1,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,0.0,0.0,10003.0,0.0,9995.391304347826,10004.90909090909
32,0,1600,AMETHYSTS,9996,1,9995.0,22.0,0.0,0.0,10004,1,10005.0,22.0,0.0,0.0,10000.0,0.0,9995.04347826087,10004.95652173913
33,0,1600,STARFRUIT,5037,23,0.0,0.0,0.0,0.0,5043,1,5044.0,22.0,0.0,0.0,5040.0,0.0,5037.0,5043.95652173913
34,0,1700,AMETHYSTS,9995,27,0.0,0.0,0.0,0.0,10005,27,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
35,0,1700,STARFRUIT,5036,27,0.0,0.0,0.0,0.0,5041,8,5043.0,27.0,0.0,0.0,5038.5,0.0,5036.0,5042.542857142857
36,0,1800,AMETHYSTS,9996,2,9995.0,25.0,0.0,0.0,10004,2,10005.0,25.0,0.0,0.0,10000.0,0.0,9995.074074074075,10004.925925925925
37,0,1800,STARFRUIT,5037,10,5036.0,25.0,0.0,0.0,5043,2,5044.0,25.0,0.0,0.0,5040.0,0.0,5036.285714285715,5043.925925925926
38,0,1900,STARFRUIT,5036,31,0.0,0.0,0.0,0.0,5043,31,0.0,0.0,0.0,0.0,5039.5,0.0,5036.0,5043.0
39,0,1900,AMETHYSTS,9996,2,9995.0,29.0,0.0,0.0,10004,2,10005.0,29.0,0.0,0.0,10000.0,0.0,9995.064516129032,10004.935483870968
40,0,2000,AMETHYSTS,9996,1,9995.0,25.0,0.0,0.0,10002,7,10004.0,1.0,10005.0,25.0,9999.0,0.0,9995.038461538461,10004.333333333334
41,0,2000,STARFRUIT,5036,26,0.0,0.0,0.0,0.0,5037,7,5043.0,26.0,0.0,0.0,5036.5,0.0,5036.0,5041.727272727273
42,0,2100,AMETHYSTS,9995,23,0.0,0.0,0.0,0.0,10005,23,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
43,0,2100,STARFRUIT,5036,23,0.0,0.0,0.0,0.0,5043,23,0.0,0.0,0.0,0.0,5039.5,0.0,5036.0,5043.0
44,0,2200,AMETHYSTS,9996,2,9995.0,30.0,0.0,0.0,10004,2,10005.0,30.0,0.0,0.0,10000.0,0.0,9995.0625,10004.9375
45,0,2200,STARFRUIT,5036,32,0.0,0.0,0.0,0.0,5043,32,0.0,0.0,0.0,0.0,5039.5,0.0,5036.0,5043.0
46,0,2300,STARFRUIT,5037,24,0.0,0.0,0.0,0.0,5043,2,5044.0,22.0,0.0,0.0,5040.0,0.0,5037.0,5043.916666666667
47,0,2300,AMETHYSTS,9996,2,9995.0,22.0,0.0,0.0,10004,2,10005.0,22.0,0.0,0.0,10000.0,0.0,9995.083333333334,10004.916666666666
48,0,2400,AMETHYSTS,9998,4,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,0.0,0.0,10001.0,0.0,9995.48275862069,10004.92
49,0,2400,STARFRUIT,5042,10,5037.0,25.0,0.0,0.0,5043,2,5044.0,23.0,0.0,0.0,5042.5,0.0,5038.428571428572,5043.92
50,0,2500,AMETHYSTS,9996,1,9995.0,20.0,0.0,0.0,10004,1,10005.0,20.0,0.0,0.0,10000.0,0.0,9995.047619047618,10004.952380952382
51,0,2500,STARFRUIT,5036,21,0.0,0.0,0.0,0.0,5043,21,0.0,0.0,0.0,0.0,5039.5,0.0,5036.0,5043.0
52,0,2600,AMETHYSTS,9995,25,0.0,0.0,0.0,0.0,10005,25,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
53,0,2600,STARFRUIT,5035,25,0.0,0.0,0.0,0.0,5042,25,0.0,0.0,0.0,0.0,5038.5,0.0,5035.0,5042.0
54,0,2700,STARFRUIT,5035,25,0.0,0.0,0.0,0.0,5040,3,5041.0,1.0,5042.0,24.0,5037.5,0.0,5035.0,5041.75
55,0,2700,AMETHYSTS,9998,4,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,0.0,0.0,10001.0,0.0,9995.448275862069,10004.96
56,0,2800,AMETHYSTS,9998,5,9995.0,29.0,0.0,0.0,10005,29,0.0,0.0,0.0,0.0,10001.5,0.0,9995.441176470587,10005.0
57,0,2800,STARFRUIT,5041,1,5035.0,29.0,0.0,0.0,5042,29,0.0,0.0,0.0,0.0,5041.5,0.0,5035.2,5042.0
58,0,2900,AMETHYSTS,10002,10,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,0.0,0.0,10003.0,0.0,9997.057142857142,10004.92
59,0,2900,STARFRUIT,5035,25,0.0,0.0,0.0,0.0,5042,25,0.0,0.0,0.0,0.0,5038.5,0.0,5035.0,5042.0
60,0,3000,AMETHYSTS,9996,2,9995.0,29.0,0.0,0.0,10004,2,10005.0,29.0,0.0,0.0,10000.0,0.0,9995.064516129032,10004.935483870968
61,0,3000,STARFRUIT,5035,2,5034.0,29.0,0.0,0.0,5041,31,0.0,0.0,0.0,0.0,5038.0,0.0,5034.064516129032,5041.0
62,0,3100,STARFRUIT,5035,1,5034.0,26.0,0.0,0.0,5041,28,0.0,0.0,0.0,0.0,5038.0,0.0,5034.037037037037,5041.0
63,0,3100,AMETHYSTS,9996,2,9995.0,26.0,0.0,0.0,10004,2,10005.0,26.0,0.0,0.0,10000.0,0.0,9995.07142857143,10004.92857142857
64,0,3200,STARFRUIT,5035,32,0.0,0.0,0.0,0.0,5041,2,5042.0,30.0,0.0,0.0,5038.0,0.0,5035.0,5041.9375
65,0,3200,AMETHYSTS,9996,2,9995.0,30.0,0.0,0.0,10002,6,10004.0,2.0,10005.0,30.0,9999.0,0.0,9995.0625,10004.473684210527
66,0,3300,AMETHYSTS,9996,2,9995.0,26.0,0.0,0.0,10004,2,10005.0,26.0,0.0,0.0,10000.0,0.0,9995.07142857143,10004.92857142857
67,0,3300,STARFRUIT,5034,28,0.0,0.0,0.0,0.0,5041,28,0.0,0.0,0.0,0.0,5037.5,0.0,5034.0,5041.0
68,0,3400,STARFRUIT,5034,29,0.0,0.0,0.0,0.0,5041,29,0.0,0.0,0.0,0.0,5037.5,0.0,5034.0,5041.0
69,0,3400,AMETHYSTS,9996,2,9995.0,27.0,0.0,0.0,10004,2,10005.0,27.0,0.0,0.0,10000.0,0.0,9995.068965517241,10004.931034482759
70,0,3500,STARFRUIT,5034,30,0.0,0.0,0.0,0.0,5041,30,0.0,0.0,0.0,0.0,5037.5,0.0,5034.0,5041.0
71,0,3500,AMETHYSTS,9996,2,9995.0,28.0,0.0,0.0,10002,9,10004.0,2.0,10005.0,28.0,9999.0,0.0,9995.066666666668,10004.25641025641
72,0,3600,STARFRUIT,5035,2,5034.0,21.0,0.0,0.0,5041,21,0.0,0.0,0.0,0.0,5038.0,0.0,5034.086956521739,5041.0
73,0,3600,AMETHYSTS,9995,21,0.0,0.0,0.0,0.0,9998,1,10005.0,21.0,0.0,0.0,9996.5,0.0,9995.0,10004.681818181818
74,0,3700,AMETHYSTS,9996,2,9995.0,29.0,0.0,0.0,10000,5,10002.0,7.0,10004.0,2.0,9998.0,0.0,9995.064516129032,10001.57142857143
75,0,3700,STARFRUIT,5035,2,5034.0,29.0,0.0,0.0,5037,4,5041.0,31.0,0.0,0.0,5036.0,0.0,5034.064516129032,5040.542857142857
76,0,3800,STARFRUIT,5034,30,0.0,0.0,0.0,0.0,5039,2,5041.0,30.0,0.0,0.0,5036.5,0.0,5034.0,5040.875
77,0,3800,AMETHYSTS,10002,1,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,0.0,0.0,10003.0,0.0,9995.258064516129,10004.966666666667
78,0,3900,STARFRUIT,5034,25,0.0,0.0,0.0,0.0,5041,25,0.0,0.0,0.0,0.0,5037.5,0.0,5034.0,5041.0
79,0,3900,AMETHYSTS,9998,1,9995.0,25.0,0.0,0.0,10005,25,0.0,0.0,0.0,0.0,10001.5,0.0,9995.115384615385,10005.0
80,0,4000,STARFRUIT,5035,5,5034.0,29.0,0.0,0.0,5041,29,0.0,0.0,0.0,0.0,5038.0,0.0,5034.14705882353,5041.0
81,0,4000,AMETHYSTS,10002,9,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,0.0,0.0,10003.0,0.0,9996.71052631579,10004.931034482759
82,0,4100,AMETHYSTS,9996,1,9995.0,23.0,0.0,0.0,10004,1,10005.0,23.0,0.0,0.0,10000.0,0.0,9995.041666666666,10004.958333333334
83,0,4100,STARFRUIT,5035,8,5034.0,23.0,0.0,0.0,5041,24,0.0,0.0,0.0,0.0,5038.0,0.0,5034.258064516129,5041.0
84,0,4200,STARFRUIT,5035,3,5034.0,28.0,0.0,0.0,5041,28,0.0,0.0,0.0,0.0,5038.0,0.0,5034.096774193548,5041.0
85,0,4200,AMETHYSTS,9996,2,9995.0,26.0,0.0,0.0,10004,2,10005.0,26.0,0.0,0.0,10000.0,0.0,9995.07142857143,10004.92857142857
86,0,4300,STARFRUIT,5035,2,5034.0,29.0,0.0,0.0,5041,31,0.0,0.0,0.0,0.0,5038.0,0.0,5034.064516129032,5041.0
87,0,4300,AMETHYSTS,9996,2,9995.0,29.0,0.0,0.0,10004,2,10005.0,29.0,0.0,0.0,10000.0,0.0,9995.064516129032,10004.935483870968
88,0,4400,STARFRUIT,5036,7,5035.0,27.0,0.0,0.0,5042,27,0.0,0.0,0.0,0.0,5039.0,0.0,5035.205882352941,5042.0
89,0,4400,AMETHYSTS,9996,1,9995.0,26.0,0.0,0.0,9998,1,10004.0,1.0,10005.0,26.0,9997.0,0.0,9995.037037037036,10004.714285714286
90,0,4500,AMETHYSTS,9995,27,0.0,0.0,0.0,0.0,10005,27,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
91,0,4500,STARFRUIT,5036,5,5035.0,27.0,0.0,0.0,5042,27,0.0,0.0,0.0,0.0,5039.0,0.0,5035.15625,5042.0
92,0,4600,STARFRUIT,5035,22,0.0,0.0,0.0,0.0,5041,1,5042.0,21.0,0.0,0.0,5038.0,0.0,5035.0,5041.954545454545
93,0,4600,AMETHYSTS,9996,1,9995.0,21.0,0.0,0.0,10004,1,10005.0,21.0,0.0,0.0,10000.0,0.0,9995.045454545454,10004.954545454546
94,0,4700,STARFRUIT,5034,27,0.0,0.0,0.0,0.0,5039,1,5041.0,27.0,0.0,0.0,5036.5,0.0,5034.0,5040.928571428572
95,0,4700,AMETHYSTS,9998,4,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,0.0,0.0,10001.0,0.0,9995.41935483871,10004.962962962964
96,0,4800,STARFRUIT,5034,25,0.0,0.0,0.0,0.0,5039,3,5041.0,25.0,0.0,0.0,5036.5,0.0,5034.0,5040.785714285715
97,0,4800,AMETHYSTS,10002,3,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,0.0,0.0,10003.0,0.0,9995.785714285714,10004.96
98,0,4900,AMETHYSTS,9995,22,0.0,0.0,0.0,0.0,9998,4,10005.0,22.0,0.0,0.0,9996.5,0.0,9995.0,10003.923076923076
99,0,4900,STARFRUIT,5033,22,0.0,0.0,0.0,0.0,5040,22,0.0,0.0,0.0,0.0,5036.5,0.0,5033.0,5040.0
100,0,5000,STARFRUIT,5033,1,5032.0,22.0,0.0,0.0,5037,1,5039.0,23.0,0.0,0.0,5035.0,0.0,5032.04347826087,5038.916666666667
101,0,5000,AMETHYSTS,9998,3,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,0.0,0.0,10001.0,0.0,9995.384615384615,10004.95652173913
102,0,5100,STARFRUIT,5038,1,5032.0,25.0,0.0,0.0,5039,25,0.0,0.0,0.0,0.0,5038.5,0.0,5032.2307692307695,5039.0
103,0,5100,AMETHYSTS,10002,1,9998.0,9.0,9995.0,25.0,10005,25,0.0,0.0,0.0,0.0,10003.5,0.0,9995.971428571429,10005.0
104,0,5200,STARFRUIT,5033,2,5032.0,22.0,0.0,0.0,5039,24,0.0,0.0,0.0,0.0,5036.0,0.0,5032.083333333333,5039.0
105,0,5200,AMETHYSTS,9996,2,9995.0,22.0,0.0,0.0,10004,2,10005.0,22.0,0.0,0.0,10000.0,0.0,9995.083333333334,10004.916666666666
106,0,5300,AMETHYSTS,9995,25,0.0,0.0,0.0,0.0,10005,25,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
107,0,5300,STARFRUIT,5032,25,0.0,0.0,0.0,0.0,5039,25,0.0,0.0,0.0,0.0,5035.5,0.0,5032.0,5039.0
108,0,5400,STARFRUIT,5032,27,0.0,0.0,0.0,0.0,5035,6,5039.0,27.0,0.0,0.0,5033.5,0.0,5032.0,5038.272727272727
109,0,5400,AMETHYSTS,9995,27,0.0,0.0,0.0,0.0,10000,6,10002.0,8.0,10005.0,27.0,9997.5,0.0,9995.0,10003.682926829268
110,0,5500,AMETHYSTS,9996,1,9995.0,29.0,0.0,0.0,10004,1,10005.0,29.0,0.0,0.0,10000.0,0.0,9995.033333333333,10004.966666666667
111,0,5500,STARFRUIT,5033,6,5032.0,30.0,0.0,0.0,5039,30,0.0,0.0,0.0,0.0,5036.0,0.0,5032.166666666667,5039.0
112,0,5600,AMETHYSTS,10002,1,9998.0,8.0,9996.0,1.0,10004,1,10005.0,26.0,0.0,0.0,10003.0,0.0,9998.2,10004.962962962964
113,0,5600,STARFRUIT,5036,2,5032.0,27.0,0.0,0.0,5038,1,5039.0,26.0,0.0,0.0,5037.0,0.0,5032.275862068966,5038.962962962963
114,0,5700,AMETHYSTS,9998,4,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,0.0,0.0,10001.0,0.0,9995.48275862069,10004.92
115,0,5700,STARFRUIT,5031,25,0.0,0.0,0.0,0.0,5036,5,5038.0,25.0,0.0,0.0,5033.5,0.0,5031.0,5037.666666666667
116,0,5800,STARFRUIT,5037,1,5031.0,24.0,0.0,0.0,5038,24,0.0,0.0,0.0,0.0,5037.5,0.0,5031.24,5038.0
117,0,5800,AMETHYSTS,10002,1,9998.0,10.0,9995.0,24.0,10005,24,0.0,0.0,0.0,0.0,10003.5,0.0,9996.057142857142,10005.0
118,0,5900,AMETHYSTS,10000,5,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,0.0,0.0,10002.0,0.0,9996.0,10004.952380952382
119,0,5900,STARFRUIT,5034,5,5032.0,4.0,5031.0,21.0,5038,21,0.0,0.0,0.0,0.0,5036.0,0.0,5031.633333333333,5038.0
120,0,6000,AMETHYSTS,9996,2,9995.0,22.0,0.0,0.0,9998,4,10004.0,2.0,10005.0,22.0,9997.0,0.0,9995.083333333334,10003.92857142857
121,0,6000,STARFRUIT,5031,24,0.0,0.0,0.0,0.0,5038,24,0.0,0.0,0.0,0.0,5034.5,0.0,5031.0,5038.0
122,0,6100,AMETHYSTS,9996,1,9995.0,24.0,0.0,0.0,10000,5,10002.0,2.0,10004.0,1.0,9998.0,0.0,9995.04,10001.0
123,0,6100,STARFRUIT,5031,25,0.0,0.0,0.0,0.0,5034,5,5037.0,1.0,5038.0,24.0,5032.5,0.0,5031.0,5037.3
124,0,6200,STARFRUIT,5031,30,0.0,0.0,0.0,0.0,5038,30,0.0,0.0,0.0,0.0,5034.5,0.0,5031.0,5038.0
125,0,6200,AMETHYSTS,9996,1,9995.0,29.0,0.0,0.0,10004,1,10005.0,29.0,0.0,0.0,10000.0,0.0,9995.033333333333,10004.966666666667
126,0,6300,AMETHYSTS,9995,25,0.0,0.0,0.0,0.0,10005,25,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
127,0,6300,STARFRUIT,5030,25,0.0,0.0,0.0,0.0,5031,1,5037.0,25.0,0.0,0.0,5030.5,0.0,5030.0,5036.7692307692305
128,0,6400,AMETHYSTS,10000,4,9995.0,23.0,0.0,0.0,10005,23,0.0,0.0,0.0,0.0,10002.5,0.0,9995.74074074074,10005.0
129,0,6400,STARFRUIT,5033,4,5030.0,23.0,0.0,0.0,5037,23,0.0,0.0,0.0,0.0,5035.0,0.0,5030.444444444444,5037.0
130,0,6500,AMETHYSTS,9995,20,0.0,0.0,0.0,0.0,10005,20,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
131,0,6500,STARFRUIT,5034,3,5029.0,20.0,0.0,0.0,5036,20,0.0,0.0,0.0,0.0,5035.0,0.0,5029.652173913043,5036.0
132,0,6600,STARFRUIT,5030,27,0.0,0.0,0.0,0.0,5036,1,5037.0,26.0,0.0,0.0,5033.0,0.0,5030.0,5036.962962962963
133,0,6600,AMETHYSTS,9996,1,9995.0,26.0,0.0,0.0,10004,1,10005.0,26.0,0.0,0.0,10000.0,0.0,9995.037037037036,10004.962962962964
134,0,6700,AMETHYSTS,10002,4,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,0.0,0.0,10003.0,0.0,9995.9375,10004.92857142857
135,0,6700,STARFRUIT,5030,7,5029.0,26.0,0.0,0.0,5036,28,0.0,0.0,0.0,0.0,5033.0,0.0,5029.212121212121,5036.0
136,0,6800,AMETHYSTS,9998,1,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,0.0,0.0,10001.0,0.0,9995.16,10004.958333333334
137,0,6800,STARFRUIT,5030,24,0.0,0.0,0.0,0.0,5037,24,0.0,0.0,0.0,0.0,5033.5,0.0,5030.0,5037.0
138,0,6900,AMETHYSTS,9995,28,0.0,0.0,0.0,0.0,10005,28,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
139,0,6900,STARFRUIT,5030,28,0.0,0.0,0.0,0.0,5035,4,5037.0,28.0,0.0,0.0,5032.5,0.0,5030.0,5036.75
140,0,7000,STARFRUIT,5032,6,5030.0,2.0,5029.0,27.0,5036,29,0.0,0.0,0.0,0.0,5034.0,0.0,5029.571428571428,5036.0
141,0,7000,AMETHYSTS,10000,6,9998.0,7.0,9996.0,2.0,10004,2,10005.0,27.0,0.0,0.0,10002.0,0.0,9998.533333333333,10004.931034482759
142,0,7100,AMETHYSTS,9996,1,9995.0,29.0,0.0,0.0,10004,1,10005.0,29.0,0.0,0.0,10000.0,0.0,9995.033333333333,10004.966666666667
143,0,7100,STARFRUIT,5030,1,5029.0,29.0,0.0,0.0,5036,30,0.0,0.0,0.0,0.0,5033.0,0.0,5029.033333333334,5036.0
144,0,7200,AMETHYSTS,9996,2,9995.0,21.0,0.0,0.0,10004,2,10005.0,21.0,0.0,0.0,10000.0,0.0,9995.08695652174,10004.91304347826
145,0,7200,STARFRUIT,5030,23,0.0,0.0,0.0,0.0,5036,2,5037.0,21.0,0.0,0.0,5033.0,0.0,5030.0,5036.913043478261
146,0,7300,AMETHYSTS,9996,2,9995.0,23.0,0.0,0.0,10002,4,10004.0,2.0,10005.0,23.0,9999.0,0.0,9995.08,10004.51724137931
147,0,7300,STARFRUIT,5030,25,0.0,0.0,0.0,0.0,5036,2,5037.0,23.0,0.0,0.0,5033.0,0.0,5030.0,5036.92
148,0,7400,STARFRUIT,5030,30,0.0,0.0,0.0,0.0,5035,6,5036.0,2.0,5037.0,28.0,5032.5,0.0,5030.0,5036.611111111111
149,0,7400,AMETHYSTS,10002,1,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,0.0,0.0,10003.0,0.0,9995.290322580646,10004.933333333332
150,0,7500,AMETHYSTS,9995,29,0.0,0.0,0.0,0.0,10005,29,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
151,0,7500,STARFRUIT,5030,29,0.0,0.0,0.0,0.0,5037,29,0.0,0.0,0.0,0.0,5033.5,0.0,5030.0,5037.0
152,0,7600,AMETHYSTS,9996,2,9995.0,24.0,0.0,0.0,10004,2,10005.0,24.0,0.0,0.0,10000.0,0.0,9995.076923076924,10004.923076923076
153,0,7600,STARFRUIT,5031,26,0.0,0.0,0.0,0.0,5038,26,0.0,0.0,0.0,0.0,5034.5,0.0,5031.0,5038.0
154,0,7700,STARFRUIT,5030,28,0.0,0.0,0.0,0.0,5035,5,5037.0,28.0,0.0,0.0,5032.5,0.0,5030.0,5036.69696969697
155,0,7700,AMETHYSTS,9995,28,0.0,0.0,0.0,0.0,10005,28,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
156,0,7800,AMETHYSTS,9996,1,9995.0,22.0,0.0,0.0,10004,1,10005.0,22.0,0.0,0.0,10000.0,0.0,9995.04347826087,10004.95652173913
157,0,7800,STARFRUIT,5036,1,5030.0,23.0,0.0,0.0,5037,23,0.0,0.0,0.0,0.0,5036.5,0.0,5030.25,5037.0
158,0,7900,AMETHYSTS,9996,1,9995.0,25.0,0.0,0.0,10002,4,10004.0,1.0,10005.0,25.0,9999.0,0.0,9995.038461538461,10004.566666666668
159,0,7900,STARFRUIT,5035,1,5030.0,26.0,0.0,0.0,5037,26,0.0,0.0,0.0,0.0,5036.0,0.0,5030.185185185185,5037.0
160,0,8000,AMETHYSTS,9996,1,9995.0,22.0,0.0,0.0,10004,1,10005.0,22.0,0.0,0.0,10000.0,0.0,9995.04347826087,10004.95652173913
161,0,8000,STARFRUIT,5031,6,5030.0,22.0,0.0,0.0,5037,23,0.0,0.0,0.0,0.0,5034.0,0.0,5030.214285714285,5037.0
162,0,8100,STARFRUIT,5031,5,5030.0,22.0,0.0,0.0,5037,22,0.0,0.0,0.0,0.0,5034.0,0.0,5030.185185185185,5037.0
163,0,8100,AMETHYSTS,9995,22,0.0,0.0,0.0,0.0,10005,22,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
164,0,8200,AMETHYSTS,9995,20,0.0,0.0,0.0,0.0,9998,1,10002.0,2.0,10005.0,20.0,9996.5,0.0,9995.0,10004.434782608696
165,0,8200,STARFRUIT,5030,20,0.0,0.0,0.0,0.0,5035,8,5037.0,20.0,0.0,0.0,5032.5,0.0,5030.0,5036.428571428572
166,0,8300,AMETHYSTS,10002,1,9998.0,6.0,9996.0,1.0,10004,1,10005.0,26.0,0.0,0.0,10003.0,0.0,9998.25,10004.962962962964
167,0,8300,STARFRUIT,5031,1,5030.0,26.0,0.0,0.0,5037,27,0.0,0.0,0.0,0.0,5034.0,0.0,5030.037037037037,5037.0
168,0,8400,AMETHYSTS,9995,26,0.0,0.0,0.0,0.0,10005,26,0.0,0.0,0.0,0.0,10000.0,0.0,9995.0,10005.0
169,0,8400,STARFRUIT,5032,8,5031.0,26.0,0.0,0.0,5038,26,0.0,0.0,0.0,0.0,5035.0,0.0,5031.235294117647,5038.0
